Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Missouri,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Missouri Total,All,All Ages,1016,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,85 years and over,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Male,All ages,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,45-54 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,85 years and over,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Female,All ages,16,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Montana Total,All,All Ages,30,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,45-54 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,55-64 years,25,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,65-74 years,40,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,75-84 years,39,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,85 years and over,29,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Male,All ages,153,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,55-64 years,20,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,65-74 years,26,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,75-84 years,31,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,85 years and over,46,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Female,All ages,133,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nebraska Total,All,All Ages,286,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,35-44 years,10,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,45-54 years,34,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,55-64 years,48,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,65-74 years,99,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,75-84 years,98,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,85 years and over,56,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Male,All ages,348,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,45-54 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,55-64 years,28,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,65-74 years,54,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,75-84 years,76,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,85 years and over,50,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Female,All ages,229,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Nevada Total,All,All Ages,577,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,55-64 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,65-74 years,33,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,75-84 years,61,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,85 years and over,73,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Male,All ages,192,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,65-74 years,24,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,75-84 years,50,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,85 years and over,112,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Female,All ages,191,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Hampshire Total,All,All Ages,383,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,15-24 years,11,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,25-34 years,73,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,35-44 years,198,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,45-54 years,545,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,55-64 years,1204,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,65-74 years,1677,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,75-84 years,1891,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,85 years and over,1749,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Male,All ages,7348,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,25-34 years,31,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,35-44 years,66,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,45-54 years,183,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,55-64 years,554,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,65-74 years,986,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,75-84 years,1698,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,85 years and over,2940,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Female,All ages,6462,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey,Unknown,All ages,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Jersey Total,All,All Ages,13811,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,25-34 years,13,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,35-44 years,17,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,45-54 years,22,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,55-64 years,38,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,65-74 years,61,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,75-84 years,48,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,85 years and over,67,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Male,All ages,267,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,45-54 years,16,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,55-64 years,31,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,65-74 years,32,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,75-84 years,67,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,85 years and over,90,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Female,All ages,249,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New Mexico Total,All,All Ages,516,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Male,Under 1 year,0,,7/22/20,2/1/20,7/11/20,New York,Female,Under 1 year,0,,7/22/20,2/1/20,7/11/20,New York City,Male,Under 1 year,,,7/22/20,2/1/20,7/11/20,New York City,Female,Under 1 year,
7/22/20,2/1/20,7/11/20,New York,Male,1-4 years,0,,7/22/20,2/1/20,7/11/20,New York,Female,1-4 years,0,,7/22/20,2/1/20,7/11/20,New York City,Male,1-4 years,,,7/22/20,2/1/20,7/11/20,New York City,Female,1-4 years,
7/22/20,2/1/20,7/11/20,New York,Male,5-14 years,,,7/22/20,2/1/20,7/11/20,New York,Female,5-14 years,0,,7/22/20,2/1/20,7/11/20,New York City,Male,5-14 years,,,7/22/20,2/1/20,7/11/20,New York City,Female,5-14 years,
7/22/20,2/1/20,7/11/20,New York,Male,15-24 years,10,,7/22/20,2/1/20,7/11/20,New York,Female,15-24 years,,,7/22/20,2/1/20,7/11/20,New York City,Male,15-24 years,23,,7/22/20,2/1/20,7/11/20,New York City,Female,15-24 years,10
7/22/20,2/1/20,7/11/20,New York,Male,25-34 years,43,,7/22/20,2/1/20,7/11/20,New York,Female,25-34 years,19,,7/22/20,2/1/20,7/11/20,New York City,Male,25-34 years,111,,7/22/20,2/1/20,7/11/20,New York City,Female,25-34 years,54
7/22/20,2/1/20,7/11/20,New York,Male,35-44 years,121,,7/22/20,2/1/20,7/11/20,New York,Female,35-44 years,50,,7/22/20,2/1/20,7/11/20,New York City,Male,35-44 years,394,,7/22/20,2/1/20,7/11/20,New York City,Female,35-44 years,115
7/22/20,2/1/20,7/11/20,New York,Male,45-54 years,365,,7/22/20,2/1/20,7/11/20,New York,Female,45-54 years,128,,7/22/20,2/1/20,7/11/20,New York City,Male,45-54 years,978,,7/22/20,2/1/20,7/11/20,New York City,Female,45-54 years,391
7/22/20,2/1/20,7/11/20,New York,Male,55-64 years,898,,7/22/20,2/1/20,7/11/20,New York,Female,55-64 years,429,,7/22/20,2/1/20,7/11/20,New York City,Male,55-64 years,2198,,7/22/20,2/1/20,7/11/20,New York City,Female,55-64 years,1047
7/22/20,2/1/20,7/11/20,New York,Male,65-74 years,1438,,7/22/20,2/1/20,7/11/20,New York,Female,65-74 years,803,,7/22/20,2/1/20,7/11/20,New York City,Male,65-74 years,3245,,7/22/20,2/1/20,7/11/20,New York City,Female,65-74 years,1745
7/22/20,2/1/20,7/11/20,New York,Male,75-84 years,1563,,7/22/20,2/1/20,7/11/20,New York,Female,75-84 years,1318,,7/22/20,2/1/20,7/11/20,New York City,Male,75-84 years,3076,,7/22/20,2/1/20,7/11/20,New York City,Female,75-84 years,2266
7/22/20,2/1/20,7/11/20,New York,Male,85 years and over,1501,,7/22/20,2/1/20,7/11/20,New York,Female,85 years and over,2552,,7/22/20,2/1/20,7/11/20,New York City,Male,85 years and over,2088,,7/22/20,2/1/20,7/11/20,New York City,Female,85 years and over,2709
7/22/20,2/1/20,7/11/20,New York,Male,All ages,5941,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,25-34 years,19,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,35-44 years,50,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,45-54 years,128,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,55-64 years,429,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,65-74 years,803,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,75-84 years,1318,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,85 years and over,2552,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Female,All ages,5301,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York Total,All,All Ages,11242,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,Under 1 year,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,1-4 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,5-14 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,15-24 years,23,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,25-34 years,111,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,35-44 years,394,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,45-54 years,978,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,55-64 years,2198,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,65-74 years,3245,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,75-84 years,3076,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,85 years and over,2088,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Male,All ages,12120,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,Under 1 year,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,1-4 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,5-14 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,15-24 years,10,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,25-34 years,54,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,35-44 years,115,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,45-54 years,391,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,55-64 years,1047,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,65-74 years,1745,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,75-84 years,2266,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,85 years and over,2709,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Female,All ages,8340,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,New York City Total,All,All Ages,20460,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,35-44 years,20,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,45-54 years,44,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,55-64 years,85,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,65-74 years,148,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,75-84 years,191,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,85 years and over,155,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Male,All ages,652,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
