Zip Code,State,County,Median Household Income,Land Area in Square Miles
02760,MA,Bristol County,78087.0,17.97
02762,MA,Norfolk County,77109.0,11.0
02763,MA,Bristol County,125769.0,0.9
02764,MA,Bristol County,79615.0,10.59
02766,MA,Bristol County,81069.0,27.81
02767,MA,Bristol County,80761.0,23.81
02769,MA,Bristol County,82500.0,46.94
02770,MA,Plymouth County,88636.0,32.16
02771,MA,Bristol County,70966.0,18.37
02777,MA,Bristol County,71179.0,22.67
02779,MA,Bristol County,90741.0,16.51
02780,MA,Bristol County,49732.0,33.04
02790,MA,Bristol County,78750.0,53.7
02791,MA,Bristol County,71042.0,1.05
02802,RI,Providence County,48456.0,0.2
02804,RI,Washington County,71772.0,10.1
02806,RI,Bristol County,103696.0,8.22
02807,RI,Washington County,90491.0,9.08
02808,RI,Washington County,73382.0,7.97
02809,RI,Bristol County,62358.0,9.82
02812,RI,Washington County,110233.0,6.64
02813,RI,Washington County,69349.0,36.46
02814,RI,Providence County,82127.0,44.77
02815,RI,Providence County,125000.0,4.17
02816,RI,Kent County,64581.0,37.85
02817,RI,Kent County,78438.0,50.26
02818,RI,Kent County,85429.0,21.82
02822,RI,Washington County,82189.0,55.9
02825,RI,Providence County,81923.0,54.04
02826,RI,Providence County,33203.0,2.5
02827,RI,Kent County,93750.0,21.08
02828,RI,Providence County,75408.0,4.83
02830,RI,Providence County,66658.0,19.39
02831,RI,Providence County,82207.0,9.62
02832,RI,Washington County,57318.0,22.29
02833,RI,Washington County,64554.0,7.07
02835,RI,Newport County,90484.0,9.45
02836,RI,Washington County,68500.0,0.31
02837,RI,Newport County,85852.0,20.52
02838,RI,Providence County,47323.0,1.43
02839,RI,Providence County,73750.0,4.33
02840,RI,Newport County,60751.0,7.23
02841,RI,Newport County,,0.47
02842,RI,Newport County,69495.0,12.69
02852,RI,Washington County,77049.0,30.89
02857,RI,Providence County,76775.0,41.75
02858,RI,Providence County,92500.0,0.58
02859,RI,Providence County,58828.0,28.37
02860,RI,Providence County,32614.0,5.4
02861,RI,Providence County,54184.0,3.56
02863,RI,Providence County,27993.0,1.2
02864,RI,Providence County,72416.0,26.38
02865,RI,Providence County,78429.0,16.69
02871,RI,Newport County,74494.0,17.02
02872,RI,Newport County,,5.95
02873,RI,Washington County,72273.0,2.81
02874,RI,Washington County,109375.0,15.15
02875,RI,Washington County,80438.0,1.15
02876,RI,Providence County,58438.0,0.13
02878,RI,Newport County,73085.0,29.05
02879,RI,Washington County,75692.0,37.38
02881,RI,Washington County,80844.0,3.61
02882,RI,Washington County,64852.0,12.8
02885,RI,Bristol County,54295.0,6.13
02886,RI,Kent County,61682.0,14.92
02888,RI,Kent County,57659.0,5.93
02889,RI,Kent County,64006.0,8.7
02891,RI,Washington County,60394.0,26.36
02892,RI,Washington County,66033.0,27.39
02893,RI,Kent County,51397.0,7.87
02894,RI,Washington County,83417.0,4.33
02895,RI,Providence County,36058.0,7.74
02896,RI,Providence County,77658.0,23.67
02898,RI,Washington County,92708.0,11.55
02903,RI,Providence County,26173.0,1.79
02904,RI,Providence County,41649.0,5.19
02905,RI,Providence County,41332.0,3.75
02906,RI,Providence County,65531.0,3.24
02907,RI,Providence County,28819.0,2.2
02908,RI,Providence County,42640.0,3.16
02909,RI,Providence County,32036.0,3.46
02910,RI,Providence County,55893.0,3.44
02911,RI,Providence County,51288.0,2.48
02912,RI,Providence County,,0.04
02914,RI,Providence County,40642.0,4.89
02915,RI,Providence County,51928.0,5.53
02916,RI,Providence County,63480.0,2.56
02917,RI,Providence County,72983.0,21.33
02919,RI,Providence County,56377.0,23.49
02920,RI,Providence County,53675.0,9.18
02921,RI,Providence County,98458.0,13.14
03031,NH,Hillsborough County,110809.0,34.66
03032,NH,Rockingham County,98125.0,25.2
03033,NH,Hillsborough County,105255.0,19.77
03034,NH,Rockingham County,93359.0,32.98
03036,NH,Rockingham County,105104.0,25.95
03037,NH,Rockingham County,89186.0,48.24
03038,NH,Rockingham County,64642.0,35.99
03042,NH,Rockingham County,74609.0,25.96
03043,NH,Hillsborough County,83393.0,31.34
03044,NH,Rockingham County,82375.0,16.91
03045,NH,Hillsborough County,69387.0,35.67
03046,NH,Merrimack County,99464.0,30.88
03047,NH,Hillsborough County,68750.0,26.38
03048,NH,Hillsborough County,62321.0,29.55
03049,NH,Hillsborough County,113125.0,31.76
03051,NH,Hillsborough County,88600.0,28.34
03052,NH,Hillsborough County,103182.0,14.93
03053,NH,Rockingham County,92053.0,41.06
03054,NH,Hillsborough County,88555.0,32.52
03055,NH,Hillsborough County,64162.0,24.86
03057,NH,Hillsborough County,92396.0,16.76
03060,NH,Hillsborough County,44646.0,6.54
03062,NH,Hillsborough County,82826.0,12.08
03063,NH,Hillsborough County,78191.0,8.1
03064,NH,Hillsborough County,64026.0,4.13
03070,NH,Hillsborough County,99474.0,43.03
03071,NH,Hillsborough County,81088.0,32.73
03076,NH,Hillsborough County,91301.0,26.37
03077,NH,Rockingham County,61488.0,29.41
03079,NH,Rockingham County,76497.0,24.72
03082,NH,Hillsborough County,82361.0,28.56
03084,NH,Hillsborough County,55000.0,22.23
03086,NH,Hillsborough County,74750.0,26.98
03087,NH,Rockingham County,113170.0,26.81
03101,NH,Hillsborough County,27143.0,0.77
03102,NH,Hillsborough County,50049.0,8.93
03103,NH,Hillsborough County,49518.0,9.77
03104,NH,Hillsborough County,60468.0,8.33
03106,NH,Merrimack County,81640.0,36.42
03109,NH,Hillsborough County,79229.0,7.36
03110,NH,Hillsborough County,122517.0,32.83
03215,NH,Grafton County,73472.0,48.48
03216,NH,Merrimack County,71466.0,38.31
03217,NH,Grafton County,39390.0,10.99
03218,NH,Belknap County,102917.0,13.87
03220,NH,Belknap County,61174.0,30.91
03221,NH,Merrimack County,62872.0,45.97
03222,NH,Grafton County,50453.0,72.7
03223,NH,Grafton County,50968.0,73.23
03224,NH,Merrimack County,86838.0,40.2
03225,NH,Belknap County,62201.0,28.84
03226,NH,Belknap County,69861.0,13.47
03227,NH,Carroll County,54444.0,64.52
03229,NH,Merrimack County,81250.0,43.37
03230,NH,Merrimack County,51094.0,40.86
03231,NH,Merrimack County,68553.0,2.2
03233,NH,Merrimack County,105341.0,0.54
03234,NH,Merrimack County,73723.0,34.36
03235,NH,Merrimack County,41828.0,29.6
03237,NH,Belknap County,67969.0,36.55
03238,NH,Grafton County,49125.0,2.78
03240,NH,Grafton County,46490.0,41.68
03241,NH,Grafton County,55833.0,41.39
03242,NH,Merrimack County,64913.0,44.04
03243,NH,Merrimack County,56667.0,26.37
03244,NH,Hillsborough County,55683.0,82.28
03245,NH,Grafton County,62679.0,30.36
03246,NH,Belknap County,47757.0,20.04
03249,NH,Belknap County,63527.0,38.87
03251,NH,Grafton County,34792.0,150.54
03253,NH,Belknap County,57067.0,38.91
03254,NH,Carroll County,72110.0,59.5
03255,NH,Merrimack County,70455.0,36.76
03256,NH,Belknap County,72872.0,37.57
03257,NH,Merrimack County,72159.0,22.94
03258,NH,Merrimack County,75326.0,20.92
03259,NH,Carroll County,59167.0,23.4
03260,NH,Merrimack County,73229.0,24.43
03261,NH,Rockingham County,68398.0,27.98
03262,NH,Grafton County,49583.0,56.94
03263,NH,Merrimack County,61326.0,24.35
03264,NH,Grafton County,42599.0,36.83
03266,NH,Grafton County,47130.0,102.42
03268,NH,Merrimack County,67100.0,30.54
03269,NH,Belknap County,65000.0,47.61
03273,NH,Merrimack County,63333.0,5.9
03275,NH,Merrimack County,60470.0,43.1
03276,NH,Merrimack County,58449.0,39.54
03278,NH,Merrimack County,70385.0,62.24
03279,NH,Grafton County,39261.0,45.69
03280,NH,Sullivan County,54500.0,45.45
03281,NH,Hillsborough County,86674.0,58.84
03282,NH,Grafton County,44837.0,41.34
03284,NH,Sullivan County,70938.0,38.72
03285,NH,Grafton County,59191.0,50.17
03287,NH,Merrimack County,75833.0,26.26
03290,NH,Rockingham County,81653.0,45.82
03291,NH,Rockingham County,,0.18
03293,NH,Grafton County,65833.0,1.62
03301,NH,Merrimack County,51848.0,49.52
03303,NH,Merrimack County,56983.0,67.47
03304,NH,Merrimack County,104905.0,28.03
03307,NH,Merrimack County,69679.0,49.67
03431,NH,Cheshire County,51744.0,59.47
03440,NH,Hillsborough County,64224.0,36.17
03441,NH,Cheshire County,62188.0,3.92
03442,NH,Hillsborough County,58750.0,11.13
03443,NH,Cheshire County,67266.0,11.11
03444,NH,Cheshire County,64911.0,28.06
03445,NH,Cheshire County,61875.0,20.0
03446,NH,Cheshire County,54213.0,42.75
03447,NH,Cheshire County,49783.0,35.02
03448,NH,Cheshire County,45417.0,19.45
03449,NH,Hillsborough County,78702.0,29.97
03450,NH,Cheshire County,53947.0,18.58
03451,NH,Cheshire County,45406.0,21.41
03452,NH,Cheshire County,64500.0,38.31
03455,NH,Cheshire County,62540.0,23.51
03456,NH,Cheshire County,67841.0,25.95
03457,NH,Cheshire County,66500.0,22.98
03458,NH,Hillsborough County,66406.0,53.34
03461,NH,Cheshire County,61875.0,37.17
03462,NH,Cheshire County,86089.0,19.54
03464,NH,Cheshire County,65833.0,49.78
03465,NH,Cheshire County,49180.0,17.62
03466,NH,Cheshire County,81827.0,15.28
03467,NH,Cheshire County,75234.0,35.41
03470,NH,Cheshire County,44091.0,87.34
03561,NH,Grafton County,49214.0,50.96
03570,NH,Coos County,37856.0,105.56
03574,NH,Grafton County,49455.0,90.6
03575,NH,Coos County,14821.0,27.78
03576,NH,Coos County,42100.0,142.28
03579,NH,Coos County,31625.0,549.37
03580,NH,Grafton County,69688.0,95.17
03581,NH,Coos County,47861.0,150.36
03582,NH,Coos County,36722.0,85.23
03583,NH,Coos County,50000.0,50.34
03584,NH,Coos County,39219.0,59.02
03585,NH,Grafton County,48162.0,80.89
03586,NH,Grafton County,78370.0,16.64
03588,NH,Coos County,54950.0,142.55
03590,NH,Coos County,28393.0,105.3
03592,NH,Coos County,35478.0,329.14
03593,NH,Coos County,70694.0,93.38
03595,NH,Coos County,54375.0,36.74
03597,NH,Coos County,29167.0,53.42
03598,NH,Coos County,46309.0,61.7
03601,NH,Sullivan County,53750.0,19.2
03602,NH,Cheshire County,64145.0,58.01
03603,NH,Sullivan County,45239.0,42.62
03604,NH,Cheshire County,34231.0,0.49
03605,NH,Sullivan County,58942.0,32.37
03607,NH,Sullivan County,41667.0,15.57
03608,NH,Cheshire County,52976.0,33.8
03609,NH,Cheshire County,54306.0,0.89
03740,NH,Grafton County,48409.0,34.28
03741,NH,Grafton County,62642.0,76.87
03743,NH,Sullivan County,42613.0,61.17
03745,NH,Sullivan County,71875.0,34.95
03746,NH,Sullivan County,74167.0,7.16
03748,NH,Grafton County,79974.0,42.96
03750,NH,Grafton County,111758.0,12.53
03751,NH,Sullivan County,96250.0,3.06
03752,NH,Sullivan County,51563.0,22.48
03753,NH,Sullivan County,96638.0,27.12
03754,NH,Sullivan County,,0.04
03755,NH,Grafton County,91610.0,36.1
03765,NH,Grafton County,51250.0,4.4
03766,NH,Grafton County,53112.0,31.77
03768,NH,Grafton County,107692.0,53.84
03770,NH,Sullivan County,91250.0,4.95
03771,NH,Grafton County,58173.0,22.02
03773,NH,Sullivan County,53955.0,92.32
03774,NH,Grafton County,49335.0,25.9
03777,NH,Grafton County,73984.0,45.3
03779,NH,Grafton County,75833.0,39.81
03780,NH,Grafton County,55208.0,16.26
03781,NH,Sullivan County,105272.0,47.22
03782,NH,Sullivan County,73971.0,21.11
03784,NH,Grafton County,50643.0,8.38
03785,NH,Grafton County,39033.0,59.73
03801,NH,Rockingham County,65355.0,23.83
03809,NH,Belknap County,63202.0,40.32
03810,NH,Belknap County,63462.0,23.11
03811,NH,Rockingham County,95536.0,11.14
03812,NH,Carroll County,35278.0,60.37
03813,NH,Carroll County,51712.0,96.15
03814,NH,Carroll County,46000.0,31.65
03816,NH,Carroll County,60670.0,29.03
03817,NH,Carroll County,41336.0,9.9
03818,NH,Carroll County,42033.0,84.93
03819,NH,Rockingham County,85208.0,11.72
03820,NH,Strafford County,57401.0,27.77
03823,NH,Strafford County,89444.0,10.6
03824,NH,Strafford County,71250.0,22.38
03825,NH,Strafford County,81536.0,46.19
03826,NH,Rockingham County,86652.0,2.84
03827,NH,Rockingham County,89333.0,17.77
03830,NH,Carroll County,40643.0,12.87
03832,NH,Carroll County,60000.0,24.93
03833,NH,Rockingham County,81413.0,48.54
03835,NH,Strafford County,51382.0,37.22
03836,NH,Carroll County,48036.0,34.98
03837,NH,Belknap County,61150.0,20.16
03838,NH,Carroll County,54926.0,22.99
03839,NH,Strafford County,55938.0,8.47
03840,NH,Rockingham County,83288.0,10.43
03841,NH,Rockingham County,93566.0,10.8
03842,NH,Rockingham County,67251.0,12.74
03844,NH,Rockingham County,114000.0,12.32
03845,NH,Carroll County,49676.0,13.23
03846,NH,Carroll County,73182.0,65.01
03847,NH,Carroll County,80524.0,0.85
03848,NH,Rockingham County,65579.0,19.65
03849,NH,Carroll County,53523.0,24.99
03850,NH,Carroll County,69519.0,3.02
03851,NH,Strafford County,61947.0,26.38
03852,NH,Strafford County,39583.0,6.74
03853,NH,Carroll County,64583.0,7.92
03854,NH,Rockingham County,103269.0,0.83
03855,NH,Strafford County,78472.0,41.51
03856,NH,Rockingham County,113125.0,7.1
03857,NH,Rockingham County,57625.0,12.6
03858,NH,Rockingham County,78819.0,9.91
03860,NH,Carroll County,42967.0,20.17
03861,NH,Strafford County,93527.0,19.95
03862,NH,Rockingham County,78596.0,13.88
03864,NH,Carroll County,47700.0,34.54
03865,NH,Rockingham County,75224.0,10.64
03867,NH,Strafford County,46704.0,29.88
03868,NH,Strafford County,53598.0,7.55
03869,NH,Strafford County,62798.0,7.09
03870,NH,Rockingham County,95000.0,12.2
03871,NH,Rockingham County,,0.42
03872,NH,Carroll County,48900.0,47.3
03873,NH,Rockingham County,79623.0,13.31
03874,NH,Rockingham County,54167.0,8.93
03875,NH,Carroll County,56744.0,14.02
03878,NH,Strafford County,53241.0,9.99
03882,NH,Carroll County,45156.0,38.42
03883,NH,Carroll County,128281.0,12.72
03884,NH,Strafford County,93629.0,48.45
03885,NH,Rockingham County,108713.0,15.13
03886,NH,Carroll County,39643.0,38.13
03887,NH,Strafford County,48214.0,20.21
03890,NH,Carroll County,16278.0,4.58
03894,NH,Carroll County,65903.0,48.85
03901,ME,York County,63264.0,37.65
03902,ME,York County,76625.0,19.59
03903,ME,York County,78156.0,19.79
03904,ME,York County,63378.0,11.2
03905,ME,York County,54559.0,6.57
03906,ME,York County,68776.0,38.25
03907,ME,York County,57457.0,4.09
03908,ME,York County,79172.0,32.17
03909,ME,York County,67016.0,34.38
03910,ME,York County,48667.0,0.34
03911,ME,York County,9338.0,0.35
04001,ME,York County,57222.0,35.96
04002,ME,York County,61662.0,66.01
04003,ME,Cumberland County,46467.0,1.15
04005,ME,York County,46125.0,47.9
04006,ME,York County,68036.0,0.08
04008,ME,Sagadahoc County,70042.0,35.65
04009,ME,Cumberland County,41607.0,56.63
04010,ME,Oxford County,45592.0,44.47
04011,ME,Cumberland County,54758.0,46.73
04015,ME,Cumberland County,46888.0,31.75
04017,ME,Cumberland County,60179.0,3.56
04019,ME,Cumberland County,,0.72
04020,ME,York County,43864.0,22.18
04021,ME,Cumberland County,91622.0,20.63
04022,ME,Oxford County,47500.0,46.12
04024,ME,Cumberland County,61250.0,15.85
04027,ME,York County,56731.0,55.0
04029,ME,Cumberland County,46349.0,32.87
04030,ME,York County,46806.0,16.63
04032,ME,Cumberland County,67382.0,34.7
04037,ME,Oxford County,43110.0,82.48
04038,ME,Cumberland County,75833.0,50.62
04039,ME,Cumberland County,66693.0,40.64
04040,ME,Cumberland County,53819.0,61.6
04041,ME,Oxford County,48011.0,37.42
04042,ME,York County,67719.0,32.01
04043,ME,York County,75357.0,35.28
04046,ME,York County,68042.0,44.39
04047,ME,York County,42292.0,58.24
04048,ME,York County,59038.0,28.18
04049,ME,York County,57567.0,40.87
04050,ME,Cumberland County,46250.0,1.42
04051,ME,Oxford County,61964.0,43.65
04055,ME,Cumberland County,57831.0,31.1
04056,ME,York County,33250.0,5.64
04057,ME,Cumberland County,,0.06
04061,ME,York County,72548.0,19.66
04062,ME,Cumberland County,62984.0,46.97
04063,ME,York County,40563.0,0.67
04064,ME,York County,46089.0,6.76
04066,ME,Cumberland County,88125.0,1.8
04068,ME,Oxford County,46250.0,31.63
04069,ME,Cumberland County,62000.0,22.85
04071,ME,Cumberland County,64797.0,37.1
04072,ME,York County,55524.0,38.46
04073,ME,York County,44639.0,37.39
04074,ME,Cumberland County,77034.0,47.57
04076,ME,York County,56969.0,38.77
04079,ME,Cumberland County,71615.0,21.23
04083,ME,York County,47933.0,9.99
04084,ME,Cumberland County,63657.0,46.9
04085,ME,Cumberland County,60938.0,12.06
04086,ME,Sagadahoc County,61607.0,32.2
04087,ME,York County,62763.0,19.04
04088,ME,Oxford County,42904.0,48.17
04090,ME,York County,60460.0,57.65
04091,ME,Cumberland County,54792.0,19.36
04092,ME,Cumberland County,44465.0,17.14
04093,ME,York County,58519.0,40.52
04095,ME,York County,39345.0,29.04
04096,ME,Cumberland County,74310.0,13.35
04097,ME,Cumberland County,77813.0,21.23
04101,ME,Cumberland County,31334.0,1.98
04102,ME,Cumberland County,46376.0,5.91
04103,ME,Cumberland County,54239.0,10.21
04105,ME,Cumberland County,95567.0,29.3
04106,ME,Cumberland County,52858.0,12.21
04107,ME,Cumberland County,98629.0,14.49
04108,ME,Cumberland County,44091.0,1.19
04109,ME,Cumberland County,71250.0,1.29
04110,ME,Cumberland County,110288.0,2.25
04210,ME,Androscoggin County,45449.0,59.28
04216,ME,Oxford County,35341.0,136.85
04217,ME,Oxford County,48828.0,182.76
04219,ME,Oxford County,39608.0,61.38
04220,ME,Oxford County,43594.0,78.41
04221,ME,Oxford County,42895.0,32.08
04222,ME,Androscoggin County,66681.0,38.28
04224,ME,Oxford County,44575.0,74.26
04226,ME,Oxford County,35313.0,10.78
04227,ME,Oxford County,61250.0,0.57
04228,ME,Androscoggin County,,0.07
04231,ME,Oxford County,46750.0,34.07
04234,ME,Franklin County,14459.0,0.33
04236,ME,Androscoggin County,67572.0,32.28
04237,ME,Oxford County,31250.0,7.04
04238,ME,Oxford County,50350.0,22.41
04239,ME,Franklin County,49849.0,48.37
04240,ME,Androscoggin County,36035.0,34.15
04250,ME,Androscoggin County,43480.0,11.93
04252,ME,Androscoggin County,46382.0,10.9
04253,ME,Androscoggin County,44938.0,37.62
04254,ME,Androscoggin County,38697.0,19.61
04255,ME,Oxford County,55000.0,37.83
04256,ME,Androscoggin County,47571.0,11.26
04257,ME,Oxford County,26477.0,23.34
04258,ME,Androscoggin County,60192.0,29.62
04259,ME,Kennebec County,61360.0,29.38
04260,ME,Cumberland County,58938.0,47.12
04261,ME,Oxford County,43750.0,209.23
04263,ME,Androscoggin County,54940.0,40.05
04265,ME,Kennebec County,75089.0,7.06
04267,ME,Oxford County,23594.0,2.07
04268,ME,Oxford County,38629.0,45.63
04270,ME,Oxford County,40481.0,78.64
04271,ME,Oxford County,,0.18
04274,ME,Androscoggin County,63770.0,41.97
04275,ME,Oxford County,55313.0,94.72
04276,ME,Oxford County,31188.0,68.55
04280,ME,Androscoggin County,52317.0,41.66
04281,ME,Oxford County,31812.0,40.59
04282,ME,Androscoggin County,57764.0,59.26
04284,ME,Kennebec County,59265.0,16.91
04285,ME,Franklin County,45000.0,64.62
04286,ME,Oxford County,80625.0,0.06
04287,ME,Sagadahoc County,61992.0,44.43
04289,ME,Oxford County,46375.0,24.26
04290,ME,Oxford County,46985.0,46.68
04292,ME,Oxford County,40469.0,44.31
04294,ME,Franklin County,38706.0,57.64
04330,ME,Kennebec County,40786.0,117.08
04342,ME,Lincoln County,49306.0,30.45
04343,ME,Kennebec County,,0.51
04344,ME,Kennebec County,46029.0,11.23
04345,ME,Kennebec County,50886.0,72.07
04346,ME,Kennebec County,44429.0,2.13
04347,ME,Kennebec County,52025.0,5.87
04348,ME,Lincoln County,50580.0,75.24
04349,ME,Kennebec County,53947.0,29.44
04350,ME,Kennebec County,57596.0,37.14
04351,ME,Kennebec County,66776.0,21.27
04352,ME,Kennebec County,52625.0,37.73
04353,ME,Lincoln County,63750.0,46.82
04354,ME,Waldo County,53125.0,40.56
04355,ME,Kennebec County,71875.0,29.26
04357,ME,Sagadahoc County,59961.0,30.4
04358,ME,Kennebec County,44986.0,49.77
04359,ME,Kennebec County,34591.0,0.72
04360,ME,Kennebec County,42222.0,24.2
04363,ME,Kennebec County,49028.0,34.65
04364,ME,Kennebec County,61650.0,30.52
04401,ME,Penobscot County,40388.0,100.23
04406,ME,Piscataquis County,36121.0,90.17
04408,ME,Hancock County,60000.0,118.33
04410,ME,Penobscot County,40326.0,41.18
04411,ME,Penobscot County,43702.0,42.57
04412,ME,Penobscot County,48979.0,15.23
04413,ME,Washington County,44625.0,51.38
04414,ME,Piscataquis County,33839.0,246.01
04415,ME,Piscataquis County,37353.0,1.58
04416,ME,Hancock County,46731.0,57.78
04417,ME,Penobscot County,40750.0,62.44
04418,ME,Penobscot County,37955.0,147.37
04419,ME,Penobscot County,54972.0,36.53
04421,ME,Hancock County,41563.0,7.78
04422,ME,Penobscot County,51538.0,40.55
04424,ME,Washington County,38098.0,105.19
04426,ME,Piscataquis County,43779.0,154.47
04427,ME,Penobscot County,41705.0,40.2
04428,ME,Penobscot County,47679.0,59.52
04429,ME,Penobscot County,63523.0,70.54
04430,ME,Penobscot County,34671.0,9.03
04431,ME,Hancock County,40804.0,0.31
04434,ME,Penobscot County,50777.0,24.81
04435,ME,Penobscot County,45395.0,38.56
04438,ME,Waldo County,38177.0,24.61
04441,ME,Piscataquis County,40323.0,581.39
04442,ME,Piscataquis County,36319.0,74.9
04443,ME,Piscataquis County,34131.0,137.38
04444,ME,Penobscot County,73524.0,69.04
04448,ME,Penobscot County,42958.0,110.42
04449,ME,Penobscot County,47250.0,37.3
04450,ME,Penobscot County,40172.0,16.83
04451,ME,Penobscot County,29688.0,74.93
04453,ME,Penobscot County,46429.0,67.62
04454,ME,Washington County,23125.0,49.44
